柳浪家园北里,海淀-马连洼-树村路,116.303363,40.038509,49598,↑1.01%,72,244,暂无数据,1.00元/平米/月,暂无数据,暂无数据,2014年,暂无数据,暂无数据,30%(一般),暂无数据,暂无数据,
紫成嘉园,海淀-马连洼-厢黄旗东路,116.300582,40.036204,85278,↑3.49%,2,131,暂无数据,2.36元/平米/月,165000m²,1124户,2015年,1
白家疃小区,海淀-马连洼-白家疃路,116.186567,40.048377,32038,↑0.01%,1,2,暂无数据,1.80元/平米/月,暂无数据,暂无数据,2000年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
七彩华园,海淀-马连洼-农大南路,116.302518,40.028879,78187,↓2.60%,42,216,暂无数据,暂无数据,111260m²,767户,2000年,租地上150元/月
天秀花园荷塘月舍,海淀-马连洼-天秀路,116.286574,40.026708,84227,↓8.79%,4,12,暂无数据,暂无数据,54550m²,335户,2004年,300,1.1,30%(一般),北京海开房地产股份有限公司,北京海开倚源物业管理有限公司,中关村一小天秀校区,
博雅西园,海淀-马连洼-农大南路,116.301087,40.031692,91155,↑0.42%,89,263,暂无数据,2.40元/平米/月,200000m²,1215户,2005年,1
菊园,海淀-马连洼-马连洼北路,116.297292,40.038828,73043,↓1.72%,274,200,暂无数据,0.80元/平米/月,27000m²,1155户,1998年,充足,2.21,30%(一般),北京安达房地产开发公司,北京东居物业管理有限公司,中关村一小天秀校区,
天秀花园古月园,海淀-马连洼-天秀路,116.278344,40.02937,85272,↑1.83%,89,82,暂无数据,暂无数据,168000m²,718户,2003年,730,1.1,39%(一般),北京海开房地产股份有限公司,北京海开倚源物业管理有限公司,中关村一小天秀校区,
天秀花园安和园,海淀-马连洼-天秀路,116.279613,40.026279,90198,↓4.22%,111,127,暂无数据,0.80元/平米/月,408100m²,900户,2000年,500,1.1,30%(一般),北京海开房地产股份有限公司,北京安居物业管理有限公司,中关村一小党校校区,
百旺家苑,海淀-马连洼-马连洼北路,116.27486,40.032154,82559,↓1.07%,220,310,暂无数据,1.18元/平米/月,200000m²,1403户,2003年,不收费,1.1,50%(高),北京德成兴业房地产开发有限公司,北京华特物业管理有限公司,中关村二小百旺校区,
西山庭院,海淀-马连洼-天秀南一路,116.281432,40.02412,103879,↑3.05%,108,156,暂无数据,暂无数据,暂无数据,暂无数据,2015年,暂无数据,1.13,30%(一般),北京海开，万科房地产开发有限责任公司,北京北宇物业服务公司,
兰园小区,海淀-马连洼-圆明园西路,116.282054,40.037532,70436,↓3.46%,158,137,暂无数据,0.90元/平米/月,暂无数据,暂无数据,1999年,暂无数据,1.9,30%(一般),北京正圆房地产开发有限公司,北京安居物业管理有限公司,中关村一小天秀校区,
圆明园花园别墅,海淀-马连洼-圆明园西路1-5号,116.29892,40.025254,70401,↑0.17%,127,63,暂无数据,2.48元/平米/月,暂无数据,暂无数据,1998年,暂无数据,1.2,31%(一般),北京圆明园花园别墅有限公司,北京大华邦物业管理有限责任公司,北大附小肖家河分校,
菊花盛苑,海淀-马连洼-竹园东街,116.294858,40.039486,74964,——,6,4,暂无数据,0.80元/平米/月,6000m²,162户,2000年,200,2,20%(一般),北京海开房地产股份有限公司,北京东居物业管理有限公司,中关村一小天秀校区,
丰泽盈和,海淀-马连洼-圆明园西路2号,116.29329,40.028283,77099,↑0.51%,2,40,暂无数据,0.80元/平米/月,暂无数据,暂无数据,1996年,暂无数据,暂无数据,暂无数据,暂无数据,北京中保益农物业管理有限公司,中关村一小天秀校区,
裕隆新村,海淀-马连洼-龙背村路,116.275292,40.029368,74696,↓8.60%,19,97,暂无数据,0.80元/平米/月,暂无数据,921户,2004年,230,1.2,30%(一般),北京金科兴源置业有限公司,北京安居物业管理有限公司,中关村一小天秀校区,
水利社区二号院,海淀-马连洼-龙背村路,116.279827,40.032045,71038,↓4.98%,8,29,暂无数据,0.80元/平米/月,6000m²,768户,2000年,260,暂无数据,25%(一般),北京城建集团有限责任公司,阳泉物业,
荷塘月舍,海淀-马连洼-天秀路,116.286643,40.026956,94043,↑11.41%,48,54,暂无数据,1.05元/平米/月,暂无数据,暂无数据,2004年,暂无数据,1.1,30%(一般),北京海开房地产股份有限公司,北京龙城兴业物业管理有限公司,中关村一小天秀校区,
竹园小区,海淀-马连洼-马连洼北路,116.29306,40.038925,77007,↓1.00%,66,137,暂无数据,0.80元/平米/月,800000m²,672户,1981年,充足,1.5,30%(一般),北京金梦园房地产开发有限公司,北京东居物业管理有限公司,中关村一小天秀校区,
圆明园西路3号院,海淀-马连洼-圆明园西路3号,116.28447,40.030311,68925,↓4.13%,10,62,暂无数据,0.60元/平米/月,10000m²,450户,1991年,免费,1.8,30%(一般),北京同创嘉业房地产开发有限公司,北京盛德物业管理有限公司,中关村一小天秀校区,
梅园甲,海淀-马连洼-圆明园西路,116.278936,40.037423,70066,↑3.29%,13,66,暂无数据,0.90元/平米/月,暂无数据,暂无数据,2015年,暂无数据,1.5,20%(一般),北京海开房地产股份有限公司,北京东居物业管理有限公司,
亿城西山华府珑园,海淀-马连洼-马连洼南路,116.289709,40.038629,103031,↓0.72%,288,129,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,中关村三小万柳校区,
天秀花园澄秀园,海淀-马连洼-天秀路,116.2791,40.032349,79642,↑16.02%,10,60,暂无数据,1.30元/平米/月,68594m²,546户,2005年,1.1.2
水利社区1号院,海淀-马连洼-圆明园西路,116.279543,40.032067,71620,↓4.51%,20,11,暂无数据,0.80元/平米/月,5000m²,650户,1992年,1：0.6,暂无数据,15%(低),海淀水利局,阳泉物业,中关村一小天秀校区,
梅园,海淀-马连洼-圆明园西路,116.280649,40.034974,75129,↑3.29%,53,129,暂无数据,0.90元/平米/月,15000m²,800户,1996年,300,1.8,27%(一般),北京大地房地产开发有限责任公司,北京东居物业管理有限公司,
裕和嘉园,海淀-马连洼-树村路,116.308735,40.037387,54285,↑5.31%,18,198,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
大有北里,海淀-马连洼-北五环路,116.284649,40.022155,111255,↓9.83%,18,40,暂无数据,0.60元/平米/月,32000m²,1800户,2000年,000,暂无数据,30%(一般),通州区房地产开发有限公司,业主自管,中关村一小党校校区,
柳浪家园南里,海淀-马连洼-厢黄旗东路,116.304203,40.036006,45809,↓9.21%,11,59,暂无数据,1.20元/平米/月,暂无数据,暂无数据,1998年,暂无数据,1.7,15%(低),北京冠海房地产有限公司,东居物业管理有限公司,中关村一小天秀校区,
裕祺隆园,海淀-马连洼-龙背村路,116.278407,40.020451,57797,↓3.32%,4,32,暂无数据,1.70元/平米/月,167538m²,1200户,2010年,暂无数据,2.5,25%(一般),青龙桥大队,青龙桥大队管理处,中关村一小天秀校区,
亿城西山华府禧园,海淀-马连洼-马连洼南路,116.287809,40.038486,99982,↓2.72%,212,187,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,中关村三小万柳校区,
农科社区北区,海淀-马连洼-圆明园西路2号,116.288948,40.028164,46500,↓26.89%,0,9,暂无数据,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,加工所物业中心,
农大附中家属院,海淀-马连洼-天秀路,116.28096,40.027741,80726,↓0.87%,1,8,暂无数据,0.40元/平米/月,暂无数据,180户,2000年,50,暂无数据,47%(高),暂无数据,单位自管物业,中关村一小天秀校区,
万树园,海淀-马连洼-厢黄旗路,116.297641,40.03151,50000,——,0,200,暂无数据,1.20元/平米/月,暂无数据,暂无数据,1999年,150/月,1.7,30%(一般),万树园开发有限公司,北京安居物业管理有限公司,
马连洼一号院,海淀-马连洼-马连洼北路,116.311521,40.042017,114973,↓0.55%,0,0,公寓,0.50元/平米/月,100000m²,2530户,1993年,充足,2,20%(一般),暂无数据,北京新轻物业管理有限公司,上地实验小学,
圆明园西路甲1号院,海淀-马连洼-圆明园西路1号,116.279535,40.030868,49666,↓6.27%,0,14,暂无数据,0.60元/平米/月,20000m²,暂无数据,1998年,充足,1.8,20%(一般),北京融创恒基地产有限公司,天津融创物业管理有限公司北京分公司,
颐北家苑,海淀-马连洼-圆明园西路,116.276672,40.034323,74444,——,0,100,暂无数据,0.80元/平米/月,10000m²,730户,2004年,350,1.3,30%(一般),北京市水利管理处,阳泉物业,中关村一小天秀校区,
天秀花园久盛居,海淀-马连洼-天秀路,116.278281,40.031501,79779,↓0.41%,0,5,暂无数据,1.30元/平米/月,10000m²,210户,2000年,50,暂无数据,25%(一般),北京海开房地产股份有限公司,北京龙城兴业物业管理有限公司,中关村一小党校校区,
百旺新城景和园,海淀-马连洼-后厂村路,116.272199,40.055195,89996,——,0,0,暂无数据,2.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,中关村二小百旺校区,
六郎庄新村,海淀-马连洼-北四环中路,116.304327,40.035538,57979,↑8.03%,0,2,暂无数据,2.10元/平米/月,320000m²,2700户,2011年,3800,0.8,30%(一般),万柳集团,万福柳城,
肖家河回迁住宅(东区),海淀-马连洼-圆明园西路34号,116.291068,40.026243,49073,↓0.41%,1,194,暂无数据,1.30元/平米/月,暂无数据,暂无数据,2016年,暂无数据,暂无数据,暂无数据,北京大学,临湖物业,
物上天地,海淀-马连洼-正白旗路,116.315337,40.029751,51357,↑1.10%,0,0,暂无数据,0.50元/平米/月,暂无数据,暂无数据,2015年,暂无数据,暂无数据,暂无数据,暂无数据,业主自管,
绿苑小区,海淀-马连洼-竹园东街,116.296707,40.035672,60000,——,0,16,暂无数据,暂无数据,暂无数据,暂无数据,1999年,暂无数据,2.7,暂无数据,北京京南住房开发有限责任公司,农大物业管理中心运行二部,
马连洼梅园,海淀-马连洼-圆明园西路,116.28009,40.036198,72307,——,0,2,公寓,1.80元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.8,27%(一般),北京海开房地产股份有限公司,业主自管,中关村一小天秀校区,
马连洼竹园,海淀-马连洼-长春桥路5号,116.293877,40.038897,70769,——,0,4,暂无数据,暂无数据,暂无数据,暂无数据,1998年,暂无数据,1.52,30%(一般),北京亿城山水房地产开发有限公司,亿城物业管理有限公司,中关村一小天秀校区,
麒麟家园,海淀-马连洼-农大南路,116.301947,40.027443,81218,——,0,11,暂无数据,2.00元/平米/月,暂无数据,暂无数据,2015年,暂无数据,1.22,31%(一般),北京东方卓越房地产开发有限公司,燕归园物业管理公司,北大附小肖家河分校,
广泰小区,海淀-马连洼-农大南路,116.295401,40.030519,82285,↓2.39%,0,24,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,30%(一般),北京泰瑞房地产开发有限公司,北京科住物业管理有限公司,中关村一小天秀校区,
上地六郎庄新村,海淀-马连洼-北四环中路,116.304741,40.035555,47474,——,0,0,暂无数据,1.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
树村路甲1号院,海淀-马连洼-树村路甲1号,116.307262,40.029357,70588,——,0,1,暂无数据,0.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
中央党校家属楼,海淀-马连洼-圆明园西路,116.288221,40.02125,54838,↓4.25%,0,0,暂无数据,1.90元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,30%(一般),暂无数据,暂无数据,中关村一小天秀校区,
肖家河回迁住宅(西区),海淀-马连洼-圆明园西路,116.288786,40.025069,66666,↑6.02%,0,53,暂无数据,1.30元/平米/月,暂无数据,暂无数据,2016年,暂无数据,暂无数据,暂无数据,北京大学,临湖物业,
